future_irr_inflows[, 1]	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
Sep-2032	240964.788479647	12076.8946479993	4481.16916566843	1437.15319037694	11760.7432064958	361092.542727707	1666.71519577474	857287.737496392	0	113215.665595266	32753.1433942307
Oct-2033	289127.039457618	33667.8573277465	11223.0819196021	3145.91841002141	26764.8751145879	15789.9461369892	8810.3022544845	233314.129486856	0	161551.942581883	56018.2571401231
Nov-2033	217914.882271997	27602.5650657182	19153.0724177356	2598.55614698563	27983.9276487789	7747.27866070649	8205.80867072735	154945.57321413	0	149973.89604504	47056.7734325355
Dec-2033	30503486.1851083	3075227.67588837	5424911.28343259	1994757.97501455	3550666.05856479	6356.89561868871	1410889.58025801	0	0	18853871.8063633	5943216.11296851
Jan-2033	4383424.67865546	471326.913960413	874374.336890924	399043.242547513	1707307.56708125	0	485680.204146864	0	0	3071416.0609259	1335530.828097
Feb-2033	8157027.22195229	737165.267234259	890161.610157272	464311.554854264	1847512.62136271	0	505694.320867265	0	0	6055490.69804676	2353680.5463828
Mar-2033	3647753.59384005	337246.957926651	373778.056492622	228227.895106833	1377460.84425003	0	359028.434592867	0	0	2670746.35970397	1288931.91167776
Apr-2033	17283593.5627075	1614940.03472611	1869918.48677237	824653.98005065	2110397.37336424	0	549122.289602816	0	0	10825296.8311357	4192331.32124409
May-2033	5102376.64122803	417865.512488258	309470.186431669	112678.360947862	72499.7944582017	0	29784.291924472	0	0	2691263.23354859	794098.281861357
Jun-2033	7755727.21455189	508364.120627641	240785.757329105	100786.287696861	47827.2846956131	206146.581623265	20577.1272752475	1563569.41146459	0	2154035.07173389	343783.433035553
Jul-2033	6769736.23040516	491256.265348579	67627.5182006982	57787.9600009752	43235.1801422015	342991.885424511	18592.1576809803	3048311.98834235	0	1494982.09344679	101024.723733561
Aug-2033	2006502.51760316	162912.194389428	25875.6118423865	5550.48499743104	34539.2146587482	359233.33090723	13965.3693473167	5094362.60541595	0	697830.170912748	77400.3899962579
Sep-2033	688809.586920877	53433.1205987102	11341.9541673761	3348.28725266973	26776.8703825712	31385.8068665103	10251.7337109531	2112506.23139973	0	281401.525920902	57512.4627995116
Oct-2034	1112039.26701747	98813.741909645	29948.6840625245	18625.8240251285	28845.9928975954	67932.2456468791	16268.695457128	400858.462218269	0	272565.589977212	60851.7824151844
Nov-2034	432634.930730259	50645.1458521522	31167.7245956647	6094.01561916597	32472.5085153271	15755.1999471072	16432.8036605418	48873.2733053123	0	255522.235717175	64153.1127519216
Dec-2034	301707.150086464	37805.5520461001	20434.1927617963	4735.37107381981	25599.923860744	5844.81180183024	10663.6291811222	75606.3567458104	0	203712.434437202	52195.3618839064
Jan-2034	1354101.71341812	122800.159950661	602633.807958409	158476.156357405	284127.587073784	0	149009.585103978	0	0	734908.471217858	274737.765332648
Feb-2034	4854648.80059793	436732.840728414	1010278.46923087	468087.042897997	2192118.87501422	0	505638.706549779	0	0	3226591.29170738	1633302.02670909
Mar-2034	883540.123030249	122197.370599475	157453.136133303	50904.1118673666	211332.523287004	0	56240.9367528373	0	0	626908.261181233	210640.771782931
Apr-2034	2997962.177602	166343.130863737	148720.684133135	60742.263093045	132804.667603707	0	51906.8303832542	141261.815782414	0	1531781.58358897	420743.867053884
