#	MODFLOW	Streamflow	Routing	(SFR)	Package													
#	Data	set	created	10/3/2021	using	MODFLOW	Pre-Processing.R											
#																		
BEGIN	OPTION																	
	DBFILE	SFR_out.dat																
END																		
-2363	51	0	0	86400	1.00E-04	50	600	1	!	NSTRM	NSS	NSFRPAR	NPARSEG	CONST	DLEAK	ISTCB1	ISTCB2	ISFROPT
1	78	117	26	74	165.71	1486.039551	7.87E-04	1	0.1									
1	77	116	26	75	178.81	1485.90918	2.29E-03	1	0.1									
1	77	115	26	76	29.23	1485.630005	2.29E-03	1	0.1									
1	2	131	27	1	187.8	1582.346802	1.46E-01	1	1									
1	3	131	27	2	31.73	1582.346802	1.46E-01	1	1									
1	3	132	27	3	143.04	1577.709229	6.69E-02	1	1									
1	4	132	27	4	171.56	1572.777222	3.90E-02	1	1									
1	4	133	27	5	17.1	1571.026733	2.92E-01	1	1									
1	5	133	27	6	164.24	1567.792358	5.40E-02	1	1									
1	6	133	27	7	169.05	1562.161499	6.33E-02	1	1									
1	7	133	27	8	120.79	1557.088013	8.27E-02	1	1									
1	7	134	27	9	75.51	1552.168091	1.11E-01	1	1									
1	8	134	27	10	177.9	1548.678467	4.73E-02	1	1									
1	9	134	27	11	178.04	1543.760254	4.25E-02	1	1									
1	10	134	27	12	53.75	1541.104492	9.82E-02	1	1									
1	10	135	27	13	180.36	1538.483521	2.95E-02	1	1									
1	11	135	27	14	64.26	1535.788696	7.87E-02	1	1									
1	11	136	27	15	177.32	1533.423218	2.54E-02	1	1									
1	12	136	27	16	92.14	1531.286987	4.77E-02	1	1									
1	12	137	27	17	115.73	1529.032104	3.35E-02	1	1									
1	13	137	27	18	60.45	1527.407104	5.52E-02	1	1									
1	13	136	27	19	149.84	1525.696411	2.52E-02	1	1									
1	14	136	27	20	165.03	1523.633301	3.24E-02	1	1									
1	15	136	27	21	174.59	1520.344849	2.91E-02	1	1									
1	16	136	27	22	174.89	1518.551147	2.18E-02	1	1									
1	17	136	27	23	95.73	1516.528809	2.11E-02	1	1									
1	17	135	27	24	76.97	1516.528809	3.75E-02	1	1									
1	18	135	27	25	148.03	1513.640747	2.83E-02	1	1									
1	19	136	27	26	159.06	1512.343628	1.45E-02	1	1									
1	20	136	27	27	108.86	1511.331787	9.30E-03	1	1									
1	20	135	27	28	100.23	1511.331787	1.32E-02	1	1									
1	21	135	27	29	156.43	1510.004517	1.30E-02	1	1									
1	22	135	27	30	169.46	1509.295654	1.15E-02	1	1									
1	23	135	27	31	162.53	1508.062378	1.18E-02	1	1									
1	23	134	27	32	30.34	1507.373535	6.49E-02	1	1									
1	24	134	27	33	180.14	1506.092773	2.82E-02	1	1									
1	25	134	27	34	41.79	1502.294556	1.10E-01	1	1									
1	25	133	27	35	140.26	1501.481079	1.35E-02	1	1									
1	26	133	27	36	160.38	1500.404297	2.15E-02	1	1									
1	27	133	27	37	160.48	1498.036743	2.30E-02	1	1									
1	28	133	27	38	168.06	1496.705933	1.26E-02	1	1									
1	29	133	27	39	120.01	1495.921021	1.01E-02	1	1									
1	29	132	27	40	39.27	1495.488159	1.54E-02	1	1									
1	30	132	27	41	37.83	1495.316528	2.44E-02	1	1									
1	30	132	27	42	195.92	1494.564941	6.23E-03	1	1									
1	30	131	27	43	16.33	1494.095337	4.24E-02	1	1									
1	31	131	27	44	215.24	1493.872925	4.66E-03	1	1									
1	32	131	27	45	161.64	1493.091431	5.81E-03	1	1									
1	33	131	27	46	167.64	1492.933838	5.29E-03	1	1									
1	34	131	27	47	195.99	1492.203857	7.27E-03	1	1									
1	35	132	27	48	146.99	1491.508179	6.29E-03	1	1									
1	35	131	27	49	22.05	1491.278809	1.77E-02	1	1									
1	36	131	27	50	139.75	1491.118042	5.05E-03	1	1									
1	36	132	27	51	56.2	1490.57373	9.69E-03	1	1									
1	37	132	27	52	158.45	1490.57373	1.00E-05	1	1									
1	37	131	27	53	83.84	1490.57373	1.00E-05	1	1									
1	38	131	27	54	173.27	1490.57373	4.26E-03	1	1									
1	39	130	27	55	224.69	1489.835815	6.10E-03	1	1									
1	39	129	27	56	57.81	1489.203369	2.25E-02	1	1									
1	39	130	27	57	37.86	1488.537476	1.82E-02	1	1									
1	39	129	27	58	30.26	1488.514526	1.57E-03	1	1									
1	40	129	27	59	183.99	1488.490112	1.33E-04	1	1									
1	41	129	27	60	205.65	1488.490112	3.04E-03	1	1									
1	42	129	27	61	57.13	1487.865112	1.73E-02	1	1									
1	42	128	27	62	186.32	1487.503052	1.94E-03	1	1									
1	43	128	27	63	225.39	1487.503052	1.00E-05	1	1									
1	44	127	27	64	20.85	1487.503052	2.26E-02	1	1									
1	44	128	27	65	68.04	1487.031982	6.92E-03	1	1									
1	44	127	27	66	98.29	1487.031982	1.00E-05	1	1									
1	45	127	27	67	152.63	1487.031982	1.00E-05	1	1									
1	46	127	27	68	150.13	1487.030396	2.47E-03	1	1									
1	47	127	27	69	56.55	1486.660522	7.32E-03	1	1									
1	46	127	27	70	69.03	1486.616699	1.53E-03	1	1									
1	46	126	27	71	51.97	1486.55481	1.19E-03	1	1									
1	47	126	27	72	192.84	1486.55481	1.68E-03	1	1									
1	47	125	27	73	23.1	1486.230713	1.40E-02	1	1									
1	48	125	27	74	172.93	1486.230713	7.33E-04	1	1									
1	48	124	27	75	164.51	1486.104004	1.56E-03	1	1									
1	48	123	27	76	197.43	1485.974121	8.66E-04	1	1									
1	48	122	27	77	16.74	1485.932983	2.46E-03	1	1									
1	48	122	27	78	112.03	1485.932983	1.00E-05	1	1									
1	49	122	27	79	32.22	1485.932983	5.16E-03	1	1									
1	49	121	27	80	40.35	1485.766724	6.73E-03	1	1									
1	48	121	27	81	75.28	1485.661499	1.49E-03	1	1									
1	49	121	27	82	57.62	1485.654907	3.12E-03	1	1									
1	49	120	27	83	177.04	1485.481689	1.83E-03	1	1									
1	49	119	27	84	155.39	1485.330933	1.12E-03	1	1									
1	49	118	27	85	174.29	1485.307373	1.02E-03	1	1									
1	49	117	27	86	157.3	1485.15271	1.14E-03	1	1									
1	49	116	27	87	138.9	1485.128662	1.45E-03	1	1									
1	48	116	27	88	147.63	1484.95105	4.74E-03	1	1									
1	48	115	27	89	126.84	1484.428467	4.30E-03	1	1									
1	47	115	27	90	15.25	1484.405151	4.30E-03	1	1									
1	67	28	28	1	30.92	1536.632324	1.75E-02	1	1									
1	68	28	28	2	161.18	1535.116699	1.75E-02	1	1									
1	69	28	28	3	161.8	1533.818481	8.02E-03	1	1									
1	70	28	28	4	74	1533.818481	7.16E-03	1	1									
1	70	27	28	5	87.64	1533.28833	1.63E-02	1	1									
1	71	27	28	6	18.53	1532.386475	7.23E-02	1	1									
1	71	28	28	7	199.54	1531.94873	2.19E-03	1	1									
1	71	29	28	8	90.97	1531.94873	5.84E-03	1	1									
1	72	29	28	9	91.65	1531.417847	1.29E-02	1	1									
1	72	30	28	10	120.86	1530.767578	9.62E-03	1	1									
1	73	30	28	11	179.05	1530.254883	1.56E-02	1	1									
1	73	31	28	12	33.02	1527.968506	6.96E-02	1	1									
1	74	31	28	13	111.87	1527.955322	6.96E-02	1	1									
1	65	44	29	1	38.37	1562.928101	1.80E-02	1	1									
1	65	43	29	2	86.29	1561.957642	1.80E-02	1	1									
1	64	43	29	3	83.52	1561.378174	4.20E-02	1	1									
1	64	42	29	4	158.72	1558.452637	2.60E-02	1	1									
1	64	41	29	5	152.19	1557.258057	3.58E-02	1	1									
1	64	40	29	6	161.28	1553.005981	3.84E-02	1	1									
1	64	39	29	7	103.55	1551.069214	4.31E-02	1	1									
1	65	39	29	8	125.82	1548.541016	3.28E-02	1	1									
1	65	38	29	9	76.44	1546.945068	3.71E-02	1	1									
1	66	38	29	10	147.17	1545.704468	8.43E-03	1	1									
1	66	37	29	11	55.09	1545.704468	2.38E-03	1	1									
1	67	37	29	12	168.52	1545.573242	1.01E-02	1	1									
1	67	36	29	13	33.74	1544.008545	7.73E-02	1	1									
1	68	36	29	14	189.87	1542.967041	1.25E-02	1	1									
1	69	35	29	15	202.26	1541.628052	6.62E-03	1	1									
1	70	34	29	16	193.29	1541.628052	2.47E-02	1	1									
1	71	34	29	17	30.32	1536.850342	2.70E-01	1	1									
1	71	33	29	18	166.87	1533.427856	2.39E-02	1	1									
1	72	33	29	19	87.08	1532.861816	1.76E-02	1	1									
1	72	32	29	20	88.78	1531.895508	2.44E-02	1	1									
1	73	32	29	21	162.92	1530.69751	1.05E-02	1	1									
1	73	31	29	22	47.97	1530.185425	6.99E-02	1	1									
1	74	31	29	23	61.04	1527.344482	5.47E-02	1	1									
1	74	31	30	1	142.75	1526.844238	2.18E-02	1	1									
1	75	31	30	2	26.06	1524.239014	1.41E-01	1	1									
1	75	30	30	3	204.68	1523.170288	1.17E-02	1	1									
1	76	30	30	4	159.68	1521.839844	8.33E-03	1	1									
1	77	30	30	5	29.3	1521.839844	1.00E-05	1	1									
1	77	31	30	6	31.42	1521.839844	3.94E-03	1	1									
1	77	30	30	7	99.78	1521.716187	1.32E-03	1	1									
1	78	30	30	8	84.1	1521.708496	2.28E-04	1	1									
1	78	31	30	9	88.71	1521.697021	1.29E-04	1	1									
1	79	31	30	10	120.07	1521.697021	2.20E-02	1	1									
1	79	32	30	11	162.09	1519.058594	2.65E-02	1	1									
1	79	33	30	12	153.04	1517.40564	2.73E-02	1	1									
1	79	34	30	13	109.21	1514.876587	4.17E-02	1	1									
1	80	34	30	14	62.99	1512.847046	4.33E-02	1	1									
1	80	35	30	15	169.57	1512.151489	9.87E-03	1	1									
1	80	36	30	16	189.49	1511.173584	1.53E-02	1	1									
1	81	36	30	17	18.5	1509.252319	1.09E-01	1	1									
1	81	37	30	18	154.98	1509.153687	5.27E-03	1	1									
1	82	37	30	19	104.27	1508.435425	1.18E-02	1	1									
1	82	38	30	20	106.46	1507.9198	1.06E-02	1	1									
1	83	38	30	21	185.4	1507.30542	6.29E-03	1	1									
1	84	38	30	22	23.93	1506.75354	2.31E-02	1	1									
1	84	39	30	23	152.65	1506.75354	6.26E-03	1	1									
1	85	39	30	24	151.97	1505.797363	1.39E-02	1	1									
1	86	39	30	25	150.58	1504.64563	7.65E-03	1	1									
1	87	39	30	26	155.31	1504.64563	1.27E-02	1	1									
1	88	39	30	27	46.32	1502.675537	5.41E-02	1	1									
1	88	40	30	28	170.09	1502.141602	1.32E-02	1	1									
1	89	40	30	29	134.39	1500.435913	1.90E-02	1	1									
1	89	41	30	30	56.14	1499.591431	1.50E-02	1	1									
1	90	41	30	31	135.44	1499.591431	1.00E-05	1	1									
1	90	42	30	32	156.14	1499.591431	8.43E-03	1	1									
1	90	43	30	33	115.05	1498.275146	1.18E-02	1	1									
1	91	43	30	34	55.88	1498.235229	7.24E-03	1	1									
1	91	44	30	35	139.53	1497.870361	2.61E-03	1	1									
1	90	44	30	36	16.51	1497.870361	1.00E-05	1	1									
1	91	45	30	37	156.91	1497.870361	1.00E-05	1	1									
1	91	46	30	38	190.82	1497.870361	5.21E-03	1	1									
1	91	47	30	39	22.28	1496.877075	7.20E-02	1	1									
1	92	47	30	40	190.66	1496.265259	3.21E-03	1	1									
1	93	47	30	41	17.73	1496.265259	1.00E-05	1	1									
1	93	48	30	42	191.96	1496.265259	1.34E-04	1	1									
1	94	48	30	43	66.25	1496.239502	3.89E-04	1	1									
1	94	49	30	44	154.77	1496.239502	1.52E-03	1	1									
1	94	50	30	45	171.56	1496.005005	5.64E-03	1	1									
1	95	50	30	46	23.3	1495.272339	3.45E-02	1	1									
1	95	51	30	47	167.85	1495.200195	3.23E-03	1	1									
1	95	52	30	48	164.93	1494.730713	2.85E-03	1	1									
1	96	53	30	49	159.82	1494.730713	6.43E-03	1	1									
1	96	54	30	50	123.35	1493.703613	8.33E-03	1	1									
1	97	54	30	51	116.52	1493.703613	1.00E-05	1	1									
1	97	55	30	52	67.77	1493.703613	3.22E-03	1	1									
1	98	55	30	53	201.97	1493.485596	3.40E-03	1	1									
1	98	56	30	54	152.33	1493.0177	3.07E-03	1	1									
1	98	57	30	55	152.6	1493.0177	1.00E-05	1	1									
1	98	58	30	56	38.28	1493.0177	2.20E-03	1	1									
1	99	58	30	57	114.75	1492.933472	7.34E-04	1	1									
1	99	59	30	58	161.19	1492.933472	1.00E-05	1	1									
1	99	60	30	59	174.89	1492.933472	7.53E-04	1	1									
1	99	61	30	60	168.39	1492.801758	3.09E-03	1	1									
1	99	62	30	61	156.33	1492.413818	2.48E-03	1	1									
1	99	63	30	62	158.51	1492.413818	1.07E-03	1	1									
1	99	64	30	63	193.39	1492.244629	8.75E-04	1	1									
1	98	65	30	64	166.42	1492.244629	3.49E-03	1	1									
1	98	66	30	65	159.9	1491.663452	3.63E-03	1	1									
1	98	67	30	66	154.23	1491.663452	3.51E-03	1	1									
1	98	68	30	67	165.38	1491.122803	3.27E-03	1	1									
1	98	69	30	68	61.53	1491.122803	1.00E-05	1	1									
1	97	69	30	69	106	1491.122803	1.00E-05	1	1									
1	97	70	30	70	106.88	1491.122803	1.00E-05	1	1									
1	98	70	30	71	15.65	1491.122803	1.00E-05	1	1									
1	97	70	30	72	32.79	1491.122803	5.19E-03	1	1									
1	98	71	30	73	60.2	1490.952637	4.39E-03	1	1									
1	97	71	30	74	95.19	1490.858398	2.17E-03	1	1									
1	97	72	30	75	162.23	1490.745728	1.56E-03	1	1									
1	97	73	30	76	151.69	1490.604614	2.34E-03	1	1									
1	97	74	30	77	150.63	1490.390259	2.77E-03	1	1									
1	97	75	30	78	161.54	1490.187866	1.92E-03	1	1									
1	97	76	30	79	154.47	1490.079834	3.86E-03	1	1									
1	97	77	30	80	166.13	1489.591553	2.94E-03	1	1									
1	97	78	30	81	151.94	1489.591553	1.00E-05	1	1									
1	97	79	30	82	155.32	1489.591553	1.00E-05	1	1									
1	97	80	30	83	58.48	1489.591553	6.83E-03	1	1									
1	96	80	30	84	111.77	1489.192383	3.57E-03	1	1									
1	96	81	30	85	153.28	1489.192383	1.78E-03	1	1									
1	96	82	30	86	22.98	1488.920044	1.19E-02	1	1									
1	97	82	30	87	140.71	1488.920044	1.00E-05	1	1									
1	97	83	30	88	159.67	1488.920044	1.00E-05	1	1									
1	96	84	30	89	158.31	1488.920044	1.00E-05	1	1									
1	96	85	30	90	156.65	1488.920044	1.00E-05	1	1									
1	96	86	30	91	164.33	1488.920044	1.00E-05	1	1									
1	96	87	30	92	159.41	1488.920044	1.00E-05	1	1									
1	96	88	30	93	235.36	1488.920044	1.00E-05	1	1									
1	96	89	30	94	190.59	1488.920044	1.00E-05	1	1									
1	96	90	30	95	33.69	1488.920044	2.84E-03	1	1									
1	95	90	30	96	110.3	1488.824341	1.70E-03	1	1									
1	96	90	30	97	20.22	1488.732178	1.50E-02	1	1									
1	96	91	30	98	96.53	1488.52124	2.54E-03	1	1									
1	96	91	30	99	53.4	1488.486572	1.14E-03	1	1									
1	95	92	30	100	174.6	1488.460571	1.49E-04	1	1									
1	95	93	30	101	177.91	1488.460571	1.76E-04	1	1									
1	95	94	30	102	86.76	1488.429199	3.62E-04	1	1									
1	94	94	30	103	169.89	1488.429199	1.39E-03	1	1									
1	93	94	30	104	34.19	1488.193604	6.89E-03	1	1									
1	93	95	30	105	210.42	1488.193604	1.00E-05	1	1									
1	93	96	30	106	28.5	1488.193604	8.39E-04	1	1									
1	92	96	30	107	185.74	1488.169678	6.00E-04	1	1									
1	91	96	30	108	125.3	1488.082153	6.99E-04	1	1									
1	91	97	30	109	34.05	1488.082153	5.28E-03	1	1									
1	90	97	30	110	149.81	1487.902222	1.20E-03	1	1									
1	90	98	30	111	163.69	1487.902222	1.00E-05	1	1									
1	90	99	30	112	190.54	1487.886353	1.00E-05	1	1									
1	89	99	30	113	21.68	1487.886353	1.00E-05	1	1									
1	89	100	30	114	159.34	1487.886353	4.41E-04	1	1									
1	89	101	30	115	38.11	1487.81604	3.14E-03	1	1									
1	90	101	30	116	19.36	1487.766724	2.55E-03	1	1									
1	89	101	30	117	158.7	1487.766724	7.06E-04	1	1									
1	90	102	30	118	34.38	1487.654663	1.48E-02	1	1									
1	90	102	30	119	73.79	1487.25708	5.39E-03	1	1									
1	89	102	30	120	42.26	1487.25708	5.72E-04	1	1									
1	89	103	30	121	39.26	1487.23291	6.16E-04	1	1									
1	90	103	30	122	148.67	1487.23291	1.00E-05	1	1									
1	90	104	30	123	167.78	1487.23291	9.54E-04	1	1									
1	90	105	30	124	171.99	1487.072876	1.36E-03	1	1									
1	90	106	30	125	94.89	1486.999756	1.36E-03	1	1									
1	99	16	31	1	106.87	1557.46167	8.81E-02	1	1									
1	100	16	31	2	160.04	1552.754028	8.81E-02	1	1									
1	101	17	31	3	200.45	1543.365845	5.69E-02	1	1									
1	101	18	31	4	23.39	1541.355835	2.19E-01	1	1									
1	102	18	31	5	168.99	1538.247925	3.24E-02	1	1									
1	103	18	31	6	168.72	1535.88147	2.64E-02	1	1									
1	104	18	31	7	21.21	1533.794067	1.24E-01	1	1									
1	104	18	31	8	21.05	1533.258423	1.01E-01	1	1									
1	104	19	31	9	107.13	1531.661133	3.77E-02	1	1									
1	105	19	31	10	200.97	1529.22168	2.28E-02	1	1									
1	106	19	31	11	60.06	1527.086304	6.94E-02	1	1									
1	106	20	31	12	119.88	1525.050781	3.61E-02	1	1									
1	107	20	31	13	153.85	1522.761597	2.47E-02	1	1									
1	107	21	31	14	45.91	1521.250854	6.16E-02	1	1									
1	108	21	31	15	181.27	1519.935547	2.10E-02	1	1									
1	108	22	31	16	43.36	1517.441528	6.05E-02	1	1									
1	109	22	31	17	153.9	1517.310425	1.09E-02	1	1									
1	109	23	31	18	117.52	1515.769043	2.57E-02	1	1									
1	110	23	31	19	129.07	1514.293945	1.88E-02	1	1									
1	110	24	31	20	170.09	1513.34082	1.28E-02	1	1									
1	110	25	31	21	103.52	1512.114258	1.91E-02	1	1									
1	111	25	31	22	64.64	1511.360962	2.56E-02	1	1									
1	111	26	31	23	168.16	1510.456421	7.75E-03	1	1									
1	111	27	31	24	73.82	1510.057861	2.42E-02	1	1									
1	112	27	31	25	166.94	1508.67041	1.18E-02	1	1									
1	112	28	31	26	29.84	1508.083252	5.23E-02	1	1									
1	113	28	31	27	178.67	1507.110596	1.18E-02	1	1									
1	114	28	31	28	62.8	1505.971069	3.52E-02	1	1									
1	114	29	31	29	150.66	1504.901611	1.28E-02	1	1									
1	115	29	31	30	59	1504.047363	3.12E-02	1	1									
1	115	30	31	31	186.82	1503.063843	1.18E-02	1	1									
1	116	31	31	32	159.88	1501.845947	1.39E-02	1	1									
1	116	32	31	33	191.22	1500.841309	9.55E-03	1	1									
1	116	33	31	34	156.48	1500.02063	7.98E-03	1	1									
1	116	34	31	35	27.73	1499.592163	2.25E-02	1	1									
1	117	34	31	36	144.05	1499.39563	5.23E-03	1	1									
1	117	35	31	37	166.9	1498.839233	5.96E-03	1	1									
1	118	35	31	38	172.66	1498.400757	2.54E-03	1	1									
1	119	35	31	39	95.6	1498.400757	1.24E-02	1	1									
1	119	36	31	40	84	1497.212036	1.42E-02	1	1									
1	120	36	31	41	143.55	1497.212036	2.34E-03	1	1									
1	120	35	31	42	33.18	1496.876709	1.01E-02	1	1									
1	121	35	31	43	23.45	1496.876709	3.22E-03	1	1									
1	121	36	31	44	212.14	1496.801147	2.21E-03	1	1									
1	121	37	31	45	16.7	1496.408691	2.35E-02	1	1									
1	122	37	31	46	143.03	1496.408691	1.33E-03	1	1									
1	122	38	31	47	199.26	1496.218872	4.54E-03	1	1									
1	122	39	31	48	154.97	1495.503784	4.82E-03	1	1									
1	123	39	31	49	157.68	1495.47168	2.04E-04	1	1									
1	123	40	31	50	55.08	1495.47168	2.76E-03	1	1									
1	124	40	31	51	99.56	1495.319702	1.53E-03	1	1									
1	123	41	31	52	148.62	1495.319702	1.00E-05	1	1									
1	123	42	31	53	153.04	1495.319702	4.62E-04	1	1									
1	123	43	31	54	174.14	1495.249023	1.51E-03	1	1									
1	124	43	31	55	45.71	1495.056641	4.21E-03	1	1									
1	124	44	31	56	173.99	1495.056641	1.16E-03	1	1									
1	124	45	31	57	160.35	1494.854126	1.32E-03	1	1									
1	124	46	31	58	154.96	1494.845093	1.00E-05	1	1									
1	124	47	31	59	139.68	1494.845093	1.00E-05	1	1									
1	134	10	32	1	38.66	1509.891113	1.75E-02	1	0.1									
1	135	10	32	2	151.75	1509.115479	1.75E-02	1	0.1									
1	136	10	32	3	169.15	1507.228271	1.28E-02	1	0.1									
1	137	10	32	4	170.58	1506.953369	5.68E-03	1	0.1									
1	138	10	32	5	129.19	1506.259888	5.37E-03	1	0.1									
1	138	11	32	6	39.93	1506.259888	2.52E-02	1	0.1									
1	139	11	32	7	151.82	1505.25293	8.30E-03	1	0.1									
1	140	11	32	8	153.59	1504.999023	6.73E-03	1	0.1									
1	141	11	32	9	207.51	1504.21875	5.83E-03	1	0.1									
1	142	11	32	10	30.4	1503.78894	3.82E-02	1	0.1									
1	142	12	32	11	235.44	1503.057007	4.89E-03	1	0.1									
1	142	13	32	12	24.37	1502.638672	1.72E-02	1	0.1									
1	143	13	32	13	154.98	1502.638672	3.99E-03	1	0.1									
1	143	14	32	14	43.4	1502.020508	1.42E-02	1	0.1									
1	142	14	32	15	140.35	1502.020508	2.37E-03	1	0.1									
1	142	15	32	16	171.39	1501.687866	3.63E-03	1	0.1									
1	142	16	32	17	115.09	1501.397827	2.52E-03	1	0.1									
1	141	16	32	18	39.33	1501.397827	1.69E-03	1	0.1									
1	141	17	32	19	176.43	1501.331543	1.58E-03	1	0.1									
1	141	18	32	20	185.7	1501.119141	4.78E-03	1	0.1									
1	140	19	32	21	162.74	1500.44397	4.20E-03	1	0.1									
1	140	20	32	22	183.36	1500.435425	8.65E-04	1	0.1									
1	139	20	32	23	23.86	1500.285278	1.24E-02	1	0.1									
1	139	21	32	24	138.67	1500.139038	2.51E-03	1	0.1									
1	138	21	32	25	174.68	1499.937256	4.11E-03	1	0.1									
1	137	21	32	26	29.14	1499.421753	2.17E-02	1	0.1									
1	137	22	32	27	194.33	1499.305786	3.99E-03	1	0.1									
1	136	23	32	28	204.48	1498.647095	3.22E-03	1	0.1									
1	135	24	32	29	197.88	1498.647095	2.09E-04	1	0.1									
1	135	25	32	30	22.1	1498.605835	8.45E-03	1	0.1									
1	134	25	32	31	183.06	1498.460449	1.33E-03	1	0.1									
1	134	26	32	32	37.22	1498.363281	1.99E-02	1	0.1									
1	133	26	32	33	167.01	1497.720337	3.85E-03	1	0.1									
1	133	27	32	34	53.66	1497.720337	1.00E-05	1	0.1									
1	132	27	32	35	151.26	1497.720337	1.00E-05	1	0.1									
1	132	28	32	36	69.07	1497.720337	1.00E-05	1	0.1									
1	131	28	32	37	135.6	1497.720337	1.00E-05	1	0.1									
1	131	29	32	38	84.74	1497.720337	3.30E-03	1	0.1									
1	130	29	32	39	119.83	1497.440796	2.43E-03	1	0.1									
1	130	30	32	40	101	1497.428589	1.21E-04	1	0.1									
1	129	30	32	41	103.67	1497.428589	2.72E-03	1	0.1									
1	129	31	32	42	117.67	1497.146484	2.40E-03	1	0.1									
1	128	31	32	43	88.43	1497.146484	2.36E-03	1	0.1									
1	128	32	32	44	130.56	1496.937744	4.16E-03	1	0.1									
1	127	32	32	45	73.11	1496.603149	5.40E-03	1	0.1									
1	127	33	32	46	147.73	1496.542969	4.07E-04	1	0.1									
1	126	33	32	47	56.45	1496.542969	8.22E-03	1	0.1									
1	126	34	32	48	164.7	1496.078735	2.82E-03	1	0.1									
1	125	34	32	49	39.78	1496.078735	7.33E-04	1	0.1									
1	125	35	32	50	179.85	1496.049561	6.75E-04	1	0.1									
1	124	35	32	51	25.49	1495.957397	3.62E-03	1	0.1									
1	124	36	32	52	193.73	1495.957397	9.21E-04	1	0.1									
1	124	37	32	53	70.87	1495.778931	2.52E-03	1	0.1									
1	125	37	32	54	110.33	1495.778931	2.03E-03	1	0.1									
1	125	38	32	55	166.31	1495.55481	1.35E-03	1	0.1									
1	126	39	32	56	179.73	1495.55481	1.00E-05	1	0.1									
1	126	40	32	57	82.31	1495.55481	7.73E-04	1	0.1									
1	127	40	32	58	85.58	1495.491211	7.43E-04	1	0.1									
1	127	41	32	59	86.62	1495.491211	1.00E-05	1	0.1									
1	126	41	32	60	65.78	1495.491211	1.00E-05	1	0.1									
1	126	42	32	61	152.38	1495.491211	1.00E-05	1	0.1									
1	126	43	32	62	152.39	1495.491211	3.69E-03	1	0.1									
1	126	44	32	63	154.83	1494.929199	5.25E-03	1	0.1									
1	126	45	32	64	104.67	1494.678589	5.25E-03	1	0.1									
1	150	6	33	1	43.92	1535.231934	7.10E-02	1	1									
1	150	7	33	2	141.09	1530.599487	7.10E-02	1	1									
1	149	7	33	3	60.06	1525.213257	1.47E-01	1	1									
1	149	8	33	4	154.51	1521.798828	7.15E-02	1	1									
1	149	9	33	5	88.87	1514.1604	1.45E-01	1	1									
1	148	9	33	6	176.6	1508.930542	4.32E-02	1	1									
1	148	10	33	7	174.19	1506.536621	2.22E-02	1	1									
1	147	11	33	8	82.77	1505.059326	2.39E-02	1	1									
1	147	11	34	1	68.59	1504.561768	9.07E-03	1	0.1									
1	148	11	34	2	35.98	1504.43689	2.90E-02	1	0.1									
1	148	12	34	3	215.4	1503.5177	1.09E-02	1	0.1									
1	149	12	34	4	177.48	1502.090454	8.04E-03	1	0.1									
1	150	12	34	5	20.85	1502.090454	1.00E-05	1	0.1									
1	150	13	34	6	189.76	1502.090454	2.11E-04	1	0.1									
1	151	13	34	7	56.91	1502.050415	4.22E-03	1	0.1									
1	151	14	34	8	201.31	1501.850586	5.43E-03	1	0.1									
1	151	15	34	9	150.15	1500.957886	5.95E-03	1	0.1									
1	151	16	34	10	158.56	1500.957886	8.40E-04	1	0.1									
1	151	17	34	11	164.16	1500.824707	4.07E-03	1	0.1									
1	151	18	34	12	66.76	1500.289063	8.02E-03	1	0.1									
1	150	18	34	13	97.45	1500.289063	1.00E-05	1	0.1									
1	150	19	34	14	160.21	1500.289063	6.63E-04	1	0.1									
1	150	20	34	15	161.4	1500.182861	9.56E-04	1	0.1									
1	150	21	34	16	153.91	1500.134766	1.89E-03	1	0.1									
1	150	22	34	17	155.94	1499.891846	1.56E-03	1	0.1									
1	150	23	34	18	161.61	1499.891846	1.34E-03	1	0.1									
1	150	24	34	19	93.55	1499.674561	1.34E-03	1	0.1									
1	147	11	35	1	143.99	1504.843018	1.58E-02	1	0.1									
1	147	12	35	2	48.37	1504.843018	1.58E-02	1	0.1									
1	146	12	35	3	26.85	1504.077026	3.87E-02	1	0.1									
1	147	12	35	4	40.29	1503.803589	6.79E-03	1	0.1									
1	146	12	35	5	16.82	1503.803589	6.08E-03	1	0.1									
1	147	12	35	6	22.45	1503.701416	2.06E-02	1	0.1									
1	146	13	35	7	193.57	1503.341553	4.14E-03	1	0.1									
1	146	14	35	8	152.44	1502.900757	6.42E-03	1	0.1									
1	146	15	35	9	170.77	1502.363525	5.13E-03	1	0.1									
1	147	15	35	10	24.66	1502.025391	2.66E-02	1	0.1									
1	147	16	35	11	206.25	1501.706421	3.82E-03	1	0.1									
1	147	17	35	12	184.01	1501.237061	3.45E-03	1	0.1									
1	147	18	35	13	24.53	1501.071777	2.09E-02	1	0.1									
1	146	18	35	14	181.46	1500.723267	1.92E-03	1	0.1									
1	146	19	35	15	110.33	1500.723267	3.45E-04	1	0.1									
1	145	19	35	16	62.54	1500.685181	1.38E-03	1	0.1									
1	145	20	35	17	20.74	1500.637207	1.30E-02	1	0.1									
1	146	20	35	18	159.88	1500.415161	4.95E-03	1	0.1									
1	146	21	35	19	209.28	1499.846558	5.93E-03	1	0.1									
1	146	22	35	20	65.73	1499.174805	1.21E-02	1	0.1									
1	145	22	35	21	172.05	1499.048706	7.33E-04	1	0.1									
