future_irr_inflows[, 1]	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
Oct-2035	121892.887736748	10487.6353931861	10788.229587211	1426.84786833335	14421.6755768573	110802.082169509	5004.06413541481	166523.360485967	0	98457.0488016784	24798.8355456352
Nov-2035	116851.513418231	9921.14972095634	12269.0119815349	1648.46229305977	15651.0188656472	7654.05697495171	5807.92164753649	72288.3158745439	0	107330.360232058	26676.8408378774
Dec-2035	694675.920609045	53206.3923480534	261103.502240697	26217.0278286667	88055.1413228906	0	83814.4552409382	137118.63533796	0	455854.761838639	103141.66743379
Jan-2035	723744.762282794	73297.528617435	197601.431974065	26889.0069682834	114739.203347308	0	59831.6223170696	0	0	403671.421019878	115879.252903065
Feb-2035	6487879.49303345	554592.213295331	1762541.96448842	361836.196386778	319306.255617703	0	304975.802790247	0	0	3325484.97374238	682398.108227172
Mar-2035	1923511.48430531	70888.0415343989	97865.5949671755	25920.9671816943	81088.4123693919	0	30653.7998233416	0	0	415867.979244816	119064.194524879
Apr-2035	2071153.35744398	37958.7682461013	29946.3960810027	5587.38769855593	28981.1090149728	30929.3739455996	13707.777601453	48562.8889694628	0	232910.769006994	59552.6999554664
May-2035	3172349.06815159	61623.3121011819	36943.9488852972	7788.18023824399	26415.9767047605	94332.0331475703	29009.2720429639	1110113.50483967	0	385895.473911942	72032.4923272663
Jun-2035	3354367.31619923	133511.585835978	109337.23555239	22820.2452609438	30513.0797324322	162379.962955642	14322.6634018344	1891950.02709784	0	544909.684684918	95953.1166580511
Jul-2035	1381382.04565185	114151.156128822	73237.4082362231	23753.2318453335	27043.530487991	262256.144285137	10896.7500532253	1345995.88532083	0	390787.474149687	69426.5684512419
Aug-2035	514846.721161593	40395.9662347647	25100.0278699415	3836.10056185743	24771.7682731536	303069.248387289	13957.4781447854	1965918.54467298	0	260210.619490549	57329.1937267703
Sep-2035	280812.188047734	21046.6507267996	11096.6492684759	2327.50454858394	16835.1278899727	272521.399585273	4933.93953439431	479130.646712713	0	134460.949315664	40025.0504255231
Oct-2036	121892.887736748	10487.6353931861	10788.229587211	1426.84786833335	14421.6755768573	110802.082169509	5004.06413541481	166523.360485967	0	98457.0488016784	24798.8355456352
Nov-2036	116851.513418231	9921.14972095634	12269.0119815349	1648.46229305977	15651.0188656472	7654.05697495171	5807.92164753649	72288.3158745439	0	107330.360232058	26676.8408378774
Dec-2036	694675.920609045	53206.3923480534	261103.502240697	26217.0278286667	88055.1413228906	0	83814.4552409382	137118.63533796	0	455854.761838639	103141.66743379
Jan-2036	723744.762282794	73297.528617435	197601.431974065	26889.0069682834	114739.203347308	0	59831.6223170696	0	0	403671.421019878	115879.252903065
Feb-2036	6487879.49303345	554592.213295331	1762541.96448842	361836.196386778	319306.255617703	0	304975.802790247	0	0	3325484.97374238	682398.108227172
Mar-2036	1923511.48430531	70888.0415343989	97865.5949671755	25920.9671816943	81088.4123693919	0	30653.7998233416	0	0	415867.979244816	119064.194524879
Apr-2036	2071153.35744398	37958.7682461013	29946.3960810027	5587.38769855593	28981.1090149728	30929.3739455996	13707.777601453	48562.8889694628	0	232910.769006994	59552.6999554664
May-2036	3172349.06815159	61623.3121011819	36943.9488852972	7788.18023824399	26415.9767047605	94332.0331475703	29009.2720429639	1110113.50483967	0	385895.473911942	72032.4923272663
Jun-2036	3354367.31619923	133511.585835978	109337.23555239	22820.2452609438	30513.0797324322	162379.962955642	14322.6634018344	1891950.02709784	0	544909.684684918	95953.1166580511
Jul-2036	1381382.04565185	114151.156128822	73237.4082362231	23753.2318453335	27043.530487991	262256.144285137	10896.7500532253	1345995.88532083	0	390787.474149687	69426.5684512419
Aug-2036	514846.721161593	40395.9662347647	25100.0278699415	3836.10056185743	24771.7682731536	303069.248387289	13957.4781447854	1965918.54467298	0	260210.619490549	57329.1937267703
Sep-2036	280812.188047734	21046.6507267996	11096.6492684759	2327.50454858394	16835.1278899727	272521.399585273	4933.93953439431	479130.646712713	0	134460.949315664	40025.0504255231
Oct-2037	130838.022241005	6692.7367438742	7756.20317180311	737.048529324665	6528.76843611545	0	2344.32909343671	144835.243773637	0	76057.5554921278	14455.6377228592
Nov-2037	776825.76999612	59589.2323199553	148600.550427849	8659.3064481488	53376.8228200241	0	81441.352838728	0	0	311386.33595545	54255.536008195
Dec-2037	1194911.22142999	107405.845566294	479152.159618321	80481.0069200343	279074.697043141	0	127721.048390066	0	0	479524.836863998	188089.448395015
Jan-2037	861241.982954464	89703.2307209394	213258.702225481	47954.4284969201	183642.807721566	0	87599.4763689601	0	0	396926.242812186	162359.782309467
Feb-2037	654246.29029919	77249.2061195977	124521.04072721	39929.2984625974	196644.766657573	0	53516.1706954153	0	0	307942.280491859	172772.098789722
Mar-2037	1032764.28213666	93448.350243901	224497.787810592	76101.1646210906	352909.49312539	0	117055.125653569	0	0	454681.3078606	380049.386845306
Apr-2037	1686330.52826784	80627.6121793492	105450.109305371	46135.8678895436	94413.2012548719	0	41431.8973988088	9733.56837814818	0	440336.347695282	209884.139864371
May-2037	4824435.60530365	102587.305352126	114478.51749293	31624.1421697471	54725.9608994215	56662.5300253481	25947.1455717593	2750874.44155319	0	888134.015375495	295863.895483319
Jun-2037	8579872.82456561	353056.37941606	191688.909333349	31802.6037416127	41355.3433106129	66463.5498141046	18012.8792789339	3368277.75665052	0	1533845.1220516	424400.504097862
Jul-2037	5121315.06075677	482691.874159551	168889.249478473	91786.3389788736	34445.3931668199	303439.899423308	11318.7327124802	2187827.17399327	0	928876.580287165	110724.327250213
Aug-2037	1119647.76589869	98529.7897607055	28636.7768351553	5105.08787635672	27969.9892151494	258035.372138633	7592.74501780834	2229425.6152778	0	336847.019742337	75265.6076905344
Sep-2037	448456.820425473	39011.744987665	11073.2838485609	3049.88748841346	22431.5743595115	123869.673560106	4927.98369395406	647735.167991389	0	180784.004344798	57125.7917112023
Oct-2038	231747.56861813	26226.7416427794	5744.26435286688	2046.42885999266	18840.2939998253	5158.6863048646	3189.14814310891	165077.961755667	0	127791.277143393	47444.2484046076
Nov-2038	1279510.34707464	106006.332167422	438646.84044827	34411.4115943921	124607.007147295	0	141454.307639884	65712.1545382071	0	609790.072933503	148221.667420669
Dec-2038	3029996.55280683	243075.652205786	858309.262103092	254940.207115588	528698.853465605	0	207426.655711104	0	0	1309320.72393097	470347.675995626
Jan-2038	1348976.38959538	122845.812806468	199983.589293106	101316.329616702	347705.266486445	0	77845.4820193253	0	0	621406.157926623	390351.316155501
